heard,building,noise,in_vehicle,asleep,no_windows,age,distance
1,0,0,0,0,0,82,212.53103642819187
1,0,0,0,0,0,41,5258.668618518222
1,0,0,0,0,0,34,779.9069481759941
1,0,0,0,0,0,69,328.66721874902527
1,0,0,0,0,0,22,2388.0124846357653
1,0,0,0,0,0,43,190.9591532084351
1,0,0,0,0,0,36,33.73857648198434
1,0,1,0,0,0,74,848.3917020346406
1,0,0,0,0,0,81,670.9520745660401
1,0,0,0,0,0,41,1074.1349976729243
1,0,0,0,0,0,61,710.6877602675851
1,0,0,0,0,0,36,747.3227713633827
1,0,0,0,0,0,74,349.4614835947517
1,0,0,0,0,0,79,1774.8962639949223
1,0,0,0,0,0,30,250.36274441627418
1,1,0,0,0,0,35,402.5303540608703
1,0,0,0,0,0,49,811.91989771458
1,0,0,0,0,0,29,2625.7617076668785
1,0,0,0,0,0,48,424.4199484570208
1,0,0,0,0,0,73,127.99797310388215
1,0,0,0,0,0,34,659.0551188736436
1,1,0,0,0,0,22,22.643593861129926
1,0,0,0,0,0,33,685.6062728442314
1,1,0,0,0,0,78,104.77079421235881
1,1,0,0,0,0,56,601.0214841485649
1,1,0,0,0,0,29,545.3234779441739
1,0,0,0,0,0,49,402.01911336569157
1,0,0,0,0,0,37,2218.2754453284965
1,1,0,0,0,0,77,71.90448083557335
0,0,1,1,0,0,85,26848.09594021137
1,0,0,0,0,0,24,638.0451380826061
1,0,0,0,0,0,29,757.3017239705083
1,1,0,0,0,0,21,1440.357285589424
1,0,0,0,0,0,68,1691.2251696545814
1,0,0,0,0,0,21,416.90827522369455
0,0,1,0,0,0,40,35845.22186308144
1,0,0,0,0,0,38,542.7269487965821
1,0,0,0,0,0,26,844.1452863545798
1,1,0,0,0,0,44,187.2176428485891
1,1,0,0,0,0,56,615.1515252073743
1,0,0,0,0,0,60,1436.1208831141403
0,0,1,0,0,0,83,33404.68507966096
0,0,0,0,0,0,79,38285.40608174196
1,0,0,0,0,0,82,302.28222279751054
1,0,0,0,0,0,73,359.13386143081993
1,0,0,0,0,0,49,33.47864867184023
1,1,0,0,0,0,57,768.5232713914809
1,0,0,0,0,0,28,809.2527531768459
0,1,0,0,1,0,63,37828.97294147981
1,0,0,0,0,0,55,966.0565140501698
0,1,1,0,0,1,23,927.6700969937525
1,0,0,0,0,0,56,531.9168633852915
1,1,0,0,0,0,32,97.84024067961259
1,1,0,0,0,0,75,676.1025399681679
1,0,0,0,0,0,35,158.2902725962387
1,0,0,0,0,0,51,2735.1850577160217
0,0,0,0,0,0,87,2255.6026198603095
1,0,0,0,0,0,41,317.73967662384774
1,0,0,0,0,0,52,352.9236597984884
1,0,0,0,0,0,52,315.29085778962707
1,0,0,0,0,0,28,154.23646069549255
1,0,0,0,0,0,36,767.978217462538
1,0,0,0,0,0,42,459.8131257695315
1,0,0,0,0,0,23,1272.2475607816682
1,0,1,0,0,0,32,580.5790983274866
1,0,0,0,0,0,49,592.4471141707135
0,0,1,1,0,0,79,27997.11584015678
1,1,0,0,0,0,22,498.5703081465967
1,1,0,0,0,0,54,460.43221577520103
1,0,0,0,0,0,42,1048.86518007299
0,0,0,0,0,0,33,1006.8772956415584
1,0,0,0,0,0,38,1282.797815293588
1,0,1,0,0,0,70,841.2534594236041
1,1,0,0,0,0,78,230.36081138482692
1,0,0,0,0,0,35,57.806437798933395
1,1,0,0,0,0,39,198.10676308441072
1,0,0,0,0,0,23,368.8347325892387
1,0,0,0,0,0,62,407.93754815743745
1,0,0,0,0,0,30,251.9405865995352
1,0,0,0,0,0,37,299.11403624444984
0,0,1,0,0,0,51,235.0465218560357
1,0,0,0,0,0,80,381.3672498211216
1,0,1,0,0,0,38,104.93867732271666
1,1,0,0,0,0,78,1630.0521263746987
1,0,1,0,0,0,37,246.91662174212163
1,1,0,0,0,0,28,955.1133823626831
1,0,0,0,0,0,38,247.90853233604724
1,1,0,0,0,0,51,604.6782813957071
1,0,1,0,0,0,26,294.73188184223096
1,0,0,0,0,0,41,560.7040147575723
0,0,0,0,0,0,68,10622.501039675706
0,0,0,1,0,0,59,30767.964680798832
0,1,1,0,0,1,88,769.6139183452071
1,1,0,0,0,0,47,263.18282967458765
1,1,0,0,0,0,22,358.20829481517984
1,1,0,0,0,0,55,422.62880493332756
0,0,1,0,0,0,34,626.8045435627757
0,0,1,1,0,0,69,558.150266884773
1,0,0,0,0,0,29,999.7221855760313
1,1,0,0,0,0,43,352.611509434169
0,1,0,0,0,0,79,295.912835811645
1,0,0,0,0,0,42,3809.7400505180667
1,1,0,0,0,0,51,33.371489824103406
1,0,0,0,0,0,38,688.8482058206436
0,0,0,0,0,0,85,35363.497934943676
1,1,0,0,0,0,68,917.718487327616
1,1,0,0,0,0,79,1675.258139124414
1,0,0,0,0,0,53,437.2514252968033
1,0,0,0,0,0,64,246.03679526135042
0,1,1,0,0,0,80,2398.5310708434154
1,0,0,0,0,0,67,1497.6786879794815
1,1,0,0,0,0,19,593.9395394950302
1,0,0,0,0,0,43,841.8208207558165
0,0,1,0,0,0,87,27867.44076196075
0,0,1,0,0,0,51,4079.6018176494786
1,0,1,0,0,0,45,2526.9366627220093
1,1,0,0,0,0,51,630.8574395204503
1,0,0,0,0,0,83,540.3946511487864
1,0,0,1,0,0,51,950.2783368828217
1,0,0,1,0,0,34,11936.4643053019
1,0,0,0,0,0,37,2517.300780092976
0,0,1,1,0,0,58,35426.48883441229
1,1,0,0,0,0,42,229.27933434527844
0,0,1,1,0,0,79,23201.818416534905
1,0,0,0,0,0,48,459.77614457970475
0,1,0,0,0,1,73,20620.026766528284
1,0,0,0,0,0,46,213.71478537540284
1,0,0,0,0,0,68,1362.317248016655
1,0,1,0,0,0,59,61.60271447301724
1,0,0,0,0,0,56,650.5484560060471
1,0,0,0,0,0,31,551.5833504002612
1,1,0,0,0,0,28,598.7785182415432
1,0,0,0,0,0,38,129.39158035679012
1,1,0,0,0,0,22,887.5438689775616
1,1,0,0,0,0,28,1204.7655162919575
1,0,0,0,0,0,41,353.56666234851207
1,0,0,0,0,0,34,264.64627322580895
0,0,0,1,0,0,86,23584.688918361204
1,0,0,0,0,0,30,187.0075145771928
1,0,0,0,0,0,67,745.7900749342296
1,1,0,0,0,0,81,511.5887713619332
1,0,0,0,0,0,37,164.20047629816963
1,0,0,0,0,0,83,623.3352835223745
1,0,0,0,0,0,29,1209.1550999144802
1,1,0,0,0,0,18,284.2293992230552
1,1,0,0,0,0,45,199.28582880138836
1,0,0,0,0,0,62,363.4433180211881
1,0,0,0,0,0,25,326.5986187884646
1,1,0,0,0,0,61,97.93391729620652
1,0,0,0,0,0,30,248.80444868126455
1,0,0,0,0,0,60,635.0963124369594
1,1,0,0,0,0,76,970.9822651824174
1,1,0,0,0,0,22,1036.1004542073163
1,0,0,0,0,0,18,159.67869769897473
1,0,0,0,0,0,67,813.6277434629875
1,0,0,0,0,0,79,726.0831553221733
1,1,0,0,0,0,66,6359.598894268801
1,0,0,0,0,0,46,94.20874888142856
1,1,0,0,0,0,54,675.2719642031739
1,1,0,0,0,0,26,6626.14065071768
1,0,0,0,0,0,59,560.0902503921359
1,0,0,0,0,0,23,89.9196647677036
0,0,1,0,0,0,78,1033.782266352689
1,1,0,0,0,0,43,334.5488681587986
1,0,0,0,0,0,41,835.6722484962623
1,1,0,0,0,0,66,155.3046408982662
0,0,1,1,0,0,30,28479.645239197565
1,0,0,0,0,0,55,823.4860682208054
1,1,0,0,0,0,66,892.1959093628063
0,0,0,0,0,0,68,267.2744824295611
1,0,0,0,0,0,27,2160.6099695875996
1,0,0,0,0,0,67,1806.1261455460533
1,1,0,0,0,0,32,260.694664253028
0,0,0,0,0,0,66,2925.0342262768913
0,1,1,0,0,0,84,952.8189196694553
1,0,0,0,0,0,62,664.4951863214333
1,0,0,0,0,0,32,2311.121101942058
1,1,0,0,0,0,28,112.87018633914315
1,0,1,0,0,0,41,480.2443470739446
1,0,0,0,0,0,40,649.1800261497893
0,0,1,0,0,0,74,551.679604526582
1,1,0,0,0,0,25,333.08836971705534
1,0,0,0,0,0,51,1190.7561575586515
1,0,0,0,0,0,50,492.52553510309883
1,0,0,0,0,0,52,1061.817575651576
0,0,1,0,0,0,73,40864.39590698317
1,1,0,0,0,0,63,2470.8904101687267
1,0,0,0,0,0,23,459.8188058928587
0,0,1,0,0,0,74,13463.536581309405
1,0,0,0,0,0,65,929.329779396917
1,0,1,0,0,0,41,212.00769136660986
1,1,0,0,0,0,61,192.7711175155469
1,0,0,0,0,0,79,610.830416602948
1,0,0,0,0,0,19,1581.0515273624467
1,0,0,0,0,0,83,1026.8651048323702
1,0,0,0,0,0,44,983.2657394188602
0,1,0,0,1,0,75,801.0810430844834
1,1,0,0,0,0,61,1425.9603997718082
0,1,0,0,0,0,73,39155.338505575906
1,0,1,0,0,0,55,1293.482512376929
1,0,0,0,0,0,44,1864.9105095637383
1,0,0,0,0,0,26,273.171903023127
0,0,1,1,0,0,81,25188.06860315735
1,0,0,0,0,0,18,530.8048710453805
1,0,0,0,0,0,29,710.4570811772517
1,0,0,0,0,0,56,860.5994949048711
1,0,0,0,0,0,64,199.73430476757997
1,0,0,1,0,0,41,315.69434590901295
0,0,0,0,0,0,70,561.49338782564
1,1,0,0,0,0,43,1418.7860565063183
1,0,0,0,0,0,65,324.55067351633994
1,1,0,0,0,0,43,762.0086867536879
0,0,0,0,0,0,76,1185.3223781224772
1,1,0,0,0,0,37,178.07075255245036
0,0,0,1,0,0,38,11531.09476751729
1,0,0,0,0,0,45,623.6764934302352
0,0,0,0,0,0,23,33331.639991078904
1,0,0,0,0,0,83,271.33549863350396
1,0,0,0,0,0,82,333.1987068602267
1,0,0,0,0,0,57,1057.5717890305175
1,0,0,0,0,0,54,289.16975574398975
1,1,0,0,0,0,46,33.2143101578241
1,0,0,0,0,0,46,995.2844877385196
1,1,1,0,0,0,83,484.78003004843663
0,0,0,0,0,0,84,13118.249115432212
0,0,1,1,0,0,77,33608.044274395215
1,1,0,0,0,0,74,21.77121350830721
1,0,0,0,0,0,31,452.8633376048198
1,0,0,0,0,0,19,2419.3370474821836
1,0,0,0,0,0,60,505.0343873210485
1,0,0,1,0,0,25,62.23617804556237
0,0,1,0,0,0,34,945.6829738807069
1,0,1,0,0,0,72,152.31434294976023
1,0,0,0,0,0,31,256.39730910528556
1,0,0,0,0,0,36,656.2289865762541
1,0,0,0,0,0,80,971.0196191380957
1,0,0,0,0,0,52,679.5540572236391
1,1,0,0,0,0,68,859.4319370080449
1,1,0,0,0,0,22,516.3513943742408
1,0,0,0,0,0,34,283.64034018872843
1,0,0,0,0,0,31,611.5836306487581
1,0,0,0,0,0,37,627.984108600451
1,0,0,0,0,0,40,1098.5116167515907
1,0,0,0,0,0,19,33082.55467637124
1,1,0,0,0,0,80,694.2015698127002
1,0,0,0,0,0,43,535.4504615827163
0,0,0,1,0,0,80,22455.328489715226
0,1,1,0,0,1,71,493.66751445151056
1,0,0,0,0,0,42,1633.6580638761632
1,0,0,0,0,0,57,643.5717440891457
1,1,0,0,0,0,51,316.271634321609
1,0,0,0,0,0,36,605.7347975332236
1,0,0,0,0,0,45,375.5704253067084
1,0,0,0,0,0,22,1036.6582169643195
0,1,0,0,1,0,87,1852.770126654468
1,1,0,0,0,0,56,323.96942961144714
1,1,0,0,0,0,62,266.93994640901633
1,1,0,0,0,0,40,377.55530479224456
1,1,0,0,0,0,30,1377.124328095532
1,0,0,0,0,0,46,347.01042366174937
1,0,0,0,0,0,61,196.97634923976327
1,0,0,0,0,0,47,446.70006654705355
1,0,1,0,0,0,33,3998.244601521233
1,1,1,0,0,0,56,23.33689777122485
1,0,0,0,0,0,83,93.08278564884054
1,0,0,0,0,0,35,564.245158027669
0,0,0,0,0,0,73,2292.1017156779676
1,0,0,0,0,0,23,292.30653058760345
1,0,0,0,0,0,67,510.7575217863832
1,1,0,0,0,1,48,37.68575472182092
1,1,0,0,0,0,37,872.6481636474136
1,0,0,0,0,0,35,951.5556227844475
1,0,0,0,0,0,38,199.36129885172647
1,0,0,0,0,0,45,484.64042650794494
1,0,0,0,0,0,58,886.104807327685
1,0,0,0,0,0,31,423.81536332027014
1,1,0,0,0,0,70,1423.7073536296753
0,0,1,1,0,0,59,27286.14402956865
1,1,0,0,0,0,58,474.750162473
0,0,1,0,0,0,50,31328.76608852411
1,0,0,0,0,0,75,1285.9871103268786
0,0,0,0,0,0,79,35965.0642375307
1,1,0,0,0,0,65,416.03956688000613
1,0,0,0,0,0,81,1008.7026705850494
0,1,0,0,0,1,80,368.4929419655376
1,0,0,0,0,0,39,222.2868208003851
1,1,1,0,0,0,32,228.34163413277787
1,0,0,0,0,0,35,1246.0900795457596
1,1,0,0,0,0,39,407.9869690436201
1,0,0,0,0,0,82,172.05797667553603
1,0,0,0,0,0,55,309.8161927247123
1,0,0,0,0,0,30,898.8401193283481
1,0,0,0,0,0,29,208.64545162666803
1,0,0,0,0,0,34,428.6233241342455
0,0,0,1,0,0,49,34123.04361196613
0,0,0,1,0,0,81,979.8896049547528
1,0,0,0,0,0,62,1153.9855357590493
1,0,0,0,0,0,19,838.7578133745917
1,1,0,0,0,0,22,276.7360925438519
0,0,0,0,0,0,63,822.7754556310689
0,1,1,0,0,0,71,31598.970480978518
1,0,0,0,0,0,38,555.6817568197437
1,0,0,0,0,0,19,518.0813646037117
1,1,1,0,0,0,34,1428.3017333618338
1,1,1,0,0,0,60,470.49956813086004
1,0,0,0,0,0,25,74.37920524855569
1,1,0,0,0,0,54,648.8399738939709
1,1,0,0,0,0,23,168.03747179374056
1,1,0,0,0,0,18,373.78235799440927
0,1,1,0,0,1,55,275.96334913652646
1,1,0,0,0,0,48,1057.5886757540193
1,0,0,0,0,0,63,998.1897761857724
0,0,1,0,0,0,68,32438.541993308212
0,0,0,1,0,0,63,29810.787334580215
0,0,1,1,0,0,88,155.28477314293966
1,0,0,0,0,0,67,1218.3787128207005
1,0,0,0,0,0,67,1197.3454149052727
0,0,0,0,0,0,71,10477.40081134083
1,0,0,0,0,0,56,672.5452620544825
1,0,0,0,0,0,58,868.6652271450216
0,0,0,1,0,0,81,13067.73273382362
1,0,0,0,0,0,61,825.8054149958562
1,0,0,0,0,0,82,560.1931155383307
1,0,0,1,0,0,40,957.1335622288224
1,0,0,0,0,0,22,447.9642056679722
1,1,0,0,0,0,76,2577.202280524675
1,0,0,0,0,0,55,628.7128364072587
0,0,1,1,0,0,67,26841.64176764845
0,0,0,1,0,0,24,183.10654522477626
1,1,0,0,0,0,44,790.1526574586978
0,0,1,0,0,0,76,10572.856566220511
0,0,1,0,0,0,32,3490.828323662095
1,1,0,0,0,0,40,1199.0341251971756
1,0,0,1,0,0,82,326.2956835229965
0,0,0,0,0,0,51,3485.1876903463904
1,1,0,0,0,0,59,587.1526697109857
1,0,0,0,0,0,23,34.75260376051357
1,0,0,0,0,0,54,109.54045483454091
0,0,0,0,0,0,84,30227.552351175065
1,0,1,0,0,0,54,503.57435055713347
1,0,0,1,0,0,38,391.14709744608274
1,1,0,0,0,0,34,269.00864463644604
1,0,0,0,0,0,50,671.2099256370976
1,0,0,0,0,0,64,3631.69058148908
1,1,0,0,0,0,22,491.4799095910412
1,1,0,0,0,0,74,290.95109928439905
1,0,0,0,0,0,50,2433.8279071904253
1,1,0,0,0,0,76,1271.9916507579821
1,0,0,0,0,0,81,7390.794110439017
0,1,1,0,0,0,64,177.59442295109724
1,0,0,0,0,0,24,62.85321303945223
0,0,0,0,0,0,69,32741.889712344215
1,0,0,0,0,0,44,5775.211911738349
1,1,0,0,0,0,23,1207.78316056269
0,1,1,0,0,0,66,13163.464012133774
1,1,0,0,0,0,75,293.244860812852
1,0,0,0,0,0,40,327.377821086785
1,0,0,0,0,0,24,407.55819353105255
1,0,0,0,0,0,54,580.9244558560421
1,0,0,0,0,0,44,305.60208381777886
0,1,1,0,0,1,75,4125.618240009361
1,1,1,0,0,0,23,417.43936870918924
1,0,0,0,0,0,46,353.53250466943933
1,1,0,0,0,0,72,278.0237299899897
0,0,1,0,0,0,32,31785.705652056786
1,1,0,0,0,0,60,532.5515598739663
0,0,1,0,0,0,51,31940.589180747404
1,0,1,0,0,0,57,640.9103854640256
1,0,0,1,0,0,53,502.85854484134194
1,0,0,0,0,0,66,253.1027891067922
1,1,0,0,0,0,48,141.23190778158997
1,0,0,0,0,0,48,870.640716436036
1,0,0,0,0,0,45,905.4144893527313
1,1,0,0,0,0,39,1480.460258984651
0,0,1,1,0,0,85,21018.11636008235
1,0,0,0,0,0,20,1524.9023301109585
1,1,0,0,0,0,35,2572.165116239217
1,0,1,0,0,0,74,356.59923237267867
1,0,0,1,0,0,31,661.5934026243148
1,1,0,0,0,0,42,506.7218991406395
1,0,0,0,0,0,52,2574.9040577365577
1,0,0,0,0,0,50,679.4013603449812
1,0,0,0,0,0,29,469.7250698434594
1,1,0,0,0,0,61,140.8833487684254
1,1,0,0,0,0,64,680.3449074689296
1,0,1,0,0,0,67,923.8245844607978
1,0,0,0,0,0,75,533.0241879554821
1,0,0,0,0,0,43,1064.0834648947134
1,0,0,0,0,0,23,232.04531368150666
1,1,0,0,0,0,59,425.3535162416767
1,0,0,0,0,0,44,382.05513591764077
1,0,1,0,0,0,55,27242.092117493747
1,1,0,0,0,0,61,255.95881635806893
1,0,0,0,0,0,48,144.2247917069391
0,0,1,0,0,0,68,40003.09859724122
0,0,1,0,0,0,52,28332.526968815302
1,0,0,0,0,0,51,289.4990470834837
1,0,1,0,0,0,44,1234.745609859117
0,1,0,0,0,1,58,1119.31175923592
0,0,0,0,0,0,58,31421.643299180563
1,1,0,0,0,0,27,595.4592800722992
1,0,0,0,0,0,44,519.8100078872792
0,0,0,0,0,0,85,4887.9393424236605
1,1,0,0,0,0,65,545.1854510873832
1,0,0,0,0,0,52,1259.5137528711139
1,0,0,0,0,0,71,2946.0123156888903
1,1,0,0,0,0,42,341.45126829005744
1,0,1,0,0,0,29,236.5780741168542
1,1,1,0,0,0,59,398.0321409627194
1,0,0,0,0,0,41,806.2290544799788
1,1,0,0,0,0,58,624.0210082939897
1,0,0,0,0,0,33,3465.670377782903
1,0,1,0,0,0,45,512.6563959243302
1,0,0,0,0,0,38,689.0697799980696
1,0,0,0,0,0,42,764.507892705215
1,1,0,0,0,0,24,462.23625301804753
1,0,0,0,0,0,59,783.0379009547205
0,0,0,0,0,0,59,21938.827769939122
1,1,1,0,0,0,28,1058.843289364744
1,0,1,0,0,0,45,485.3060051491014
1,1,0,0,0,0,72,726.8571134370359
0,0,1,1,0,0,64,35471.605944114795
1,1,0,0,0,0,29,285.3880660010506
1,0,0,0,0,0,40,136.35582819846593
1,0,0,0,0,0,46,1940.3884896869934
1,0,1,0,0,0,30,1169.3558994603543
1,0,0,0,0,0,21,525.7750408921435
1,1,0,0,0,0,38,896.2614872772807
1,0,0,0,0,0,31,227.8176193778458
1,0,0,0,0,0,25,184.70873485653445
1,0,0,0,0,0,37,775.2064233460632
1,0,0,0,0,0,69,418.0096438636589
1,0,1,0,0,0,39,539.4873550471557
1,0,0,0,0,0,59,399.3603512162721
1,1,0,0,0,0,80,403.760847283791
1,1,0,0,0,0,43,309.76811131568275
1,0,0,0,0,0,19,711.0872612578216
1,0,0,0,0,0,21,1049.2069999149128
1,1,0,0,0,0,58,498.04316402307467
1,0,0,0,0,0,55,1301.571154852278
1,0,1,0,0,0,22,1102.7657672501707
1,0,0,0,0,0,27,389.9055028142697
1,0,0,0,0,0,43,288.1505116130133
0,0,0,1,0,0,65,21516.821425203212
1,1,0,0,0,0,66,200.20463896734523
1,0,0,0,0,0,21,362.9381482204649
1,0,0,0,0,0,31,705.9878275983417
1,0,1,0,0,0,65,162.9566151761564
1,1,0,0,0,0,25,325.33504631843755
1,0,0,0,0,0,65,198.17017720206312
1,1,0,0,0,0,22,591.355505345856
1,0,0,0,0,0,78,430.23022316483696
1,0,0,0,0,0,28,50.08198363337731
1,0,0,0,0,0,22,547.730767865481
1,0,0,0,0,0,28,1150.4403102310152
1,0,0,0,0,0,61,354.05747511298335
1,0,0,0,0,0,56,1150.9736928724074
1,0,0,0,0,0,62,658.0377994150018
1,0,0,0,0,0,43,823.5265113356087
1,0,0,0,0,0,26,940.2910067498616
1,0,0,0,0,0,72,511.801906153364
0,0,0,0,0,0,57,14941.993554409873
1,0,0,0,0,0,40,411.86175175625493
1,1,0,0,0,0,83,546.8492457287738
0,0,1,1,0,0,56,28181.98463198235
1,1,0,0,0,0,72,356.5868701086529
0,0,0,0,0,0,83,868.3706921881237
1,1,0,0,0,0,47,159.1402993021458
0,1,1,0,0,1,63,4218.356985493008
1,0,0,0,0,0,65,536.5086812001124
1,1,1,0,0,0,68,906.1452735347627
1,0,0,0,0,0,56,1563.1879313687318
1,1,0,0,0,0,32,252.2678234372173
1,0,0,0,0,0,37,872.8556270880532
1,0,0,0,0,0,37,274.6168388140527
0,0,0,0,0,0,44,30008.7436288643
1,0,0,0,0,0,81,355.2300571249471
0,1,0,0,0,0,71,871.9822148284708
1,0,0,0,0,0,46,295.8761916985641
0,0,1,0,0,0,66,15839.558450633223
1,0,0,0,0,0,69,743.5504085425052
1,0,0,0,0,0,51,331.9257160729176
1,0,0,0,0,0,18,626.9099221761405
1,1,0,0,0,0,67,656.734282777837
1,0,0,0,0,0,35,981.9557747076414
1,0,0,0,0,0,44,2330.61607480052
1,0,0,0,0,0,44,423.2326067598048
1,1,0,0,0,0,34,556.705726310368
0,0,1,0,0,0,72,1458.8342888546204
1,0,0,0,0,0,21,800.863576653251
1,0,0,0,0,0,37,1031.2304553313886
0,0,0,1,0,0,38,1440.8735391087039
0,1,1,0,0,1,81,777.7304746130718
1,0,0,0,0,0,60,742.8926682448798
1,0,0,0,0,0,61,405.13624031727045
1,0,0,0,0,0,20,260.65815964506595
1,0,0,0,0,0,65,916.8584385255247
1,0,0,0,0,0,83,415.62985355400673
1,0,0,0,0,0,30,298.27684093127186
1,0,0,0,0,0,55,878.4932965473986
1,1,0,0,0,0,81,378.8568048595642
1,0,0,0,0,0,56,321.7567194445202
0,1,0,0,0,0,54,412.4618670516187
1,0,0,0,0,0,21,525.137407868376
1,0,0,1,0,0,75,525.5757879491296
1,0,0,0,0,0,55,535.964997580344
1,0,0,0,0,0,42,1076.083054549626
1,0,0,0,0,0,45,268.8412425753486
0,0,0,1,0,0,70,27356.004502432963
1,0,1,0,0,0,62,499.850764587341
1,0,0,0,0,0,29,1609.482778647261
0,0,1,1,0,0,34,107.6257863788838
1,1,0,0,0,0,29,4097.7337513549755
1,1,0,0,0,0,32,147.1335006871059
1,0,1,0,0,0,22,1144.0117511056844
1,1,0,0,0,0,64,233.7214195700056
1,0,0,0,0,0,54,730.2395795716395
1,0,0,0,0,0,22,410.45970534571865
0,1,1,0,0,1,86,607.5514636946349
1,0,0,0,0,0,71,439.4967582782877
1,0,0,0,0,0,27,1034.1216048402118
1,0,0,0,0,0,27,492.28787259165256
1,0,0,0,0,0,77,289.0273801764254
0,0,1,0,0,0,25,28518.39282081021
1,0,0,0,0,0,70,258.38567399002665
1,0,0,0,0,0,65,5988.705234908998
1,0,0,0,0,0,28,407.76177493526353
1,0,0,0,0,0,32,425.6679456884023
1,1,0,0,0,0,19,210.81989536531694
1,0,0,0,0,0,57,920.6576567454143
1,0,0,0,0,0,21,510.3210880840747
0,0,0,0,0,0,61,698.0834724092662
1,0,0,0,0,0,64,1067.2641301770386
1,0,0,1,0,0,32,1303.836580910255
1,0,0,0,0,0,59,438.3625321156485
1,1,0,0,0,0,25,690.7503179130126
1,0,0,0,0,0,45,426.07162836410964
1,0,0,0,0,0,36,579.4133253537367
1,0,0,0,0,0,55,554.8118272596379
0,0,0,0,0,0,39,31968.963105443094
1,1,0,0,0,0,37,195.58886630996193
0,0,1,0,0,0,76,4156.701074135248
1,0,1,0,0,0,40,672.1920074320744
1,0,0,0,0,0,21,1459.846840337839
1,0,1,0,0,0,49,12278.770808588142
1,0,0,0,0,0,59,262.4510045162644
1,1,0,0,0,0,64,464.8784200774576
1,1,0,0,0,0,69,805.4865631553569
1,0,0,0,0,0,31,296.08804907824924
1,0,1,0,0,0,19,195.49199325100432
1,0,0,0,0,0,25,673.3700553516836
0,0,1,0,0,0,63,17179.4260096148
0,0,1,0,0,0,60,30059.668609676708
1,0,0,0,0,0,48,83.21505072077336
1,0,0,0,0,0,52,433.8679176993975
1,0,0,0,0,0,47,1391.866691156189
1,0,0,0,0,0,34,693.7792457581169
1,1,0,0,0,0,73,570.1041692870845
1,0,0,0,0,0,41,115.02065299658949
1,0,0,0,0,0,68,1356.6807246882763
1,0,1,0,0,0,30,631.3743788714924
1,0,0,0,0,0,56,1757.7743064006904
1,0,0,0,0,0,20,806.4323560563861
1,0,0,0,0,0,78,393.07983038871834
1,0,0,0,0,0,56,1293.5077285210023
1,1,0,0,0,0,66,450.17874946912565
0,1,1,0,0,0,73,915.7130611724449
1,0,0,0,0,0,46,535.7547344861387
0,0,1,0,0,0,51,38651.25206823938
1,0,0,0,0,0,26,329.6677232727694
1,0,0,0,0,0,78,1214.8538208955915
0,0,1,0,0,0,61,38082.5699903324
1,1,0,0,0,0,38,277.57924334048977
1,1,0,0,0,0,51,752.8664751228794
0,0,1,0,0,0,47,29367.18557308391
1,0,0,0,0,0,54,908.9695433679198
1,0,0,0,0,0,34,1543.787604384584
1,0,1,1,0,0,33,713.3765770252251
1,0,0,0,0,0,29,293.51802473910817
1,0,0,0,0,0,80,727.6410865535512
0,0,0,0,0,0,71,1257.7655577497064
1,0,1,0,0,0,34,1223.0361599543248
1,0,0,0,0,0,35,499.27718408676594
1,0,0,0,0,0,29,1259.6260978822397
1,0,0,0,0,0,60,617.2813407758232
1,1,0,0,0,0,36,815.0947428779541
0,1,0,0,0,0,25,7152.36437146834
0,0,0,0,0,0,52,530.9974027515511
0,0,0,1,0,0,81,24724.093831321457
1,0,0,0,0,0,45,430.05434879019543
1,0,0,0,0,0,75,81.86297669155249
1,0,0,0,0,0,72,1397.9374686602575
1,1,0,0,0,0,35,224.1567756196017
0,0,0,0,0,0,67,17091.137395193564
1,0,0,0,0,0,28,662.0731800670368
1,0,0,0,0,0,36,792.7615301996573
1,1,0,0,0,0,33,138.29990191880137
0,1,0,0,0,1,48,966.2540548638559
1,0,0,0,0,0,31,260.2842991903608
1,0,0,0,0,0,27,272.4417388762025
0,1,0,0,1,1,68,1570.3655040159965
0,1,0,0,0,1,68,9416.54421132125
1,0,0,0,0,0,44,1123.394303161867
1,0,0,0,0,0,31,399.0518005022445
1,0,0,0,0,0,62,1060.9904626699488
0,0,0,1,0,0,84,6496.151586010655
1,0,0,0,0,0,65,497.7009089892939
1,0,0,0,0,0,71,172.23603801040366
1,0,0,0,0,0,35,56.427313582636536
1,1,0,0,0,0,31,144.9266639981516
1,0,0,0,0,0,47,248.94155674927114
1,1,0,0,0,0,19,71.2626006378537
0,0,1,0,0,0,44,38983.708819436346
1,0,0,0,0,0,57,165.42198533273248
1,0,0,0,0,0,42,32.18974013779649
1,0,0,0,0,0,36,118.04131423075798
1,0,0,0,0,0,30,84.24974472832439
1,0,1,0,0,0,68,324.29474180547726
1,1,0,0,0,1,69,1657.7425430207918
0,0,1,0,0,0,78,628.3893863442659
0,1,1,0,0,0,52,670.526682632804
1,0,0,0,0,0,52,507.48488487414903
1,0,0,0,0,0,80,7221.7174135298255
1,1,0,0,0,0,51,676.959177809198
1,0,0,0,0,0,77,523.8323329883127
0,0,0,0,0,0,65,33005.14679400396
1,0,0,0,0,0,31,483.42064681185354
1,0,0,0,0,0,31,1268.486958339337
1,1,0,0,0,0,69,103.59024934279942
1,0,0,0,0,0,20,363.3752608202879
1,0,0,0,0,0,19,220.40386246164488
1,0,1,0,0,0,70,369.16874570096707
